Designation (and namYearr   Prov Des.        Q    EMoid   H   Epoch     M   Peri.  Node  Incl.  e     a     Opps.  Ref.      Designation (and name)     Discovery dasite discoverer(s)                                 Type       
                       2017LP         ###  4.0570.11109  21.8 20170904  10.4  208.1 135.4  7.2 0.748  2.321 ( 37d E2017-L61                              2017 06 02  G96  Mt. Lemmon Survey                            Apollo     
                       2017LF         ###  1.168 0.0259  24.8 20170904 189.5  249.3 247.5 12.4 0.155  1.011 (  2d MPO410072                              2017 06 02  G96  Mt. Lemmon Survey                            Apollo     
                       2017LC         ###  4.0780.05177  22.7 20170904   9.5  203.4   114 12.3 0.633  2.498 (  5d MPO410071                              2017 06 01  F51  Pan-STARRS 1                                 Apollo     
                       2017LA         ###  1.3640.14338  20.2 20170904 211.9   11.4  79.3 41.8  0.24    1.1 ( 10d MPO410071                              2017 06 01  F51  Pan-STARRS 1                                 Apollo     
                       2017KV34       ###  4.3560.05711  21.3 20170904  35.7  172.8  17.9  5.8 0.657  2.629 (  3d MPO410071                              2017 05 30  F51  Pan-STARRS 1                                 Apollo     
                       2017KU34       ###   1.18 0.0584  23.5 20170904 350.3    321  50.6  5.3 0.157   1.02 ( 10d E2017-L61                              2017 05 30  F51  Pan-STARRS 1                                 Apollo     
                       2017KQ34       ###  3.2710.49341  18.7 20170904  85.1   20.7  73.6 68.5 0.847  1.771 (  4d MPO410070                              2017 05 29  G96  Mt. Lemmon Survey                            Apollo     
                       2017KP34       ###  2.5620.27693  19.5 20170904 102.6  262.3   184 30.1 0.838  1.394 ( 13d MPO410070                              2017 05 28  I52  Mt. Lemmon Survey                            Apollo     
                       2017KO34       ###  2.2090.09958  21.2 20170904 101.6  272.7 212.2 32.4  0.63  1.355 (  5d MPO410070                              2017 05 28  C51  WISE                                         Apollo     
                       2017KN34       ###  2.8120.00849  19.7 20170904  25.4  111.3 213.9 53.3 0.742  1.614 (  6d MPO410069                              2017 05 27  G96  Mt. Lemmon Survey                            Apollo     
                       2017KL32       ###  3.3660.01915    24 20170904  51.5   81.8  83.5  4.2 0.633  2.061 (  6d MPO410066                              2017 05 29  G96  Mt. Lemmon Survey                            Apollo     
                       2017KK32       ###   4.610.00068  26.8 20170904  26.8  329.8 241.3  1.7 0.655  2.786 (  5d MPO410066                              2017 05 29  G96  Mt. Lemmon Survey                            Apollo     
                       2017KW31       ###  1.9390.00102  26.5 20170904  27.6  245.9  69.1  5.9 0.392  1.393 (  3d MPO410065                              2017 05 28   703 Catalina Sky Survey                          Apollo     
                       2017KR27       ###  3.7860.01248  23.5 20170904  15.6   52.8 246.5  5.3 0.615  2.344 ( 11d E2017-L61                              2017 05 26  D29  PMO NEO Survey Program                       Apollo     
